activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,classification
,8143238,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,,,CHEMBL1961873,,,,CHEMBL205966,GW659893X,CHEMBL205966,,False,http://qudt.org/vocab/unit#Percent,1583537,=,16,True,=,,Inhibition,%,,0.2,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.2,0
,8143425,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,,,CHEMBL1961873,,,,CHEMBL1880739,GW305074X,CHEMBL1880739,,False,http://qudt.org/vocab/unit#Percent,1583452,=,16,True,=,,Inhibition,%,,0.93,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.93,0
,8143808,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,,,CHEMBL1961873,,,,CHEMBL434729,GW829906X,CHEMBL434729,,False,http://qudt.org/vocab/unit#Percent,1583630,=,16,True,=,,Inhibition,%,,-0.05,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,-0.05,0
,8144146,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2)o1,,,CHEMBL1961873,,,,CHEMBL1909392,GW580496A,CHEMBL214689,,False,http://qudt.org/vocab/unit#Percent,1583506,=,16,True,=,,Inhibition,%,,0.72,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.72,0
,8144792,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CNC(=O)c1cc(-c2ccc(F)cc2)cc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)c1N,,,CHEMBL1961873,,,,CHEMBL230592,GSK-635416A,CHEMBL230592,,False,http://qudt.org/vocab/unit#Percent,1583421,=,16,True,=,,Inhibition,%,,1.0,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.0,0
,8145153,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1,,,CHEMBL1961873,,,,CHEMBL1909395,GW633459A,CHEMBL1794063,,False,http://qudt.org/vocab/unit#Percent,1583528,=,16,True,=,,Inhibition,%,,2.04,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.04,0
,8145975,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CN(c1ccc(NC(=O)Nc2c(Cl)cccc2Cl)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,,,CHEMBL1961873,,,,CHEMBL189353,GW809897X,CHEMBL189353,,False,http://qudt.org/vocab/unit#Percent,1583606,=,16,True,=,,Inhibition,%,,11.5,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,11.5,0
,8146319,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)Nc1nc2ccc(Sc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1,,,CHEMBL1961873,,,,CHEMBL1909365,GW607049C,CHEMBL243912,,False,http://qudt.org/vocab/unit#Percent,1583512,=,16,True,=,,Inhibition,%,,7.11,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,7.11,0
,8147039,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,,,CHEMBL1961873,,,,CHEMBL1909347,,CHEMBL261129,,False,http://qudt.org/vocab/unit#Percent,1583338,=,16,True,=,,Inhibition,%,,3.87,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.87,0
,8147405,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,FC(F)(F)c1cccc(Nc2nccc(-c3cnn4nc(-c5ccccc5)ccc34)n2)c1,,,CHEMBL1961873,,,,CHEMBL189415,GW819077X,CHEMBL189415,,False,http://qudt.org/vocab/unit#Percent,1583615,=,16,True,=,,Inhibition,%,,0.58,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.58,0
,8147969,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)c1ccc2c(c1)C(=Cc1cc(Br)c(O)c(Br)c1)C(=O)N2,,,CHEMBL1961873,,,,CHEMBL1794052,GW405841X,CHEMBL1794052,,False,http://qudt.org/vocab/unit#Percent,1583457,=,16,True,=,,Inhibition,%,,1.53,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.53,0
,8148604,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)(C)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,,,CHEMBL1961873,,,,CHEMBL275200,,CHEMBL275200,,False,http://qudt.org/vocab/unit#Percent,1583305,=,16,True,=,,Inhibition,%,,3.38,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.38,0
,8148966,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,NC(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,,,CHEMBL1961873,,,,CHEMBL275724,,CHEMBL275724,,False,http://qudt.org/vocab/unit#Percent,1583293,=,16,True,=,,Inhibition,%,,-0.61,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,-0.61,0
,8149349,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CS(=O)(=O)CCN(CC#N)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,CHEMBL1961873,,,,CHEMBL384407,GW616030X,CHEMBL384407,,False,http://qudt.org/vocab/unit#Percent,1583516,=,16,True,=,,Inhibition,%,,-0.14,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,-0.14,0
,8149805,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CNC(=O)Oc1cc(C)c(/C=C/c2cncc(C(=O)NC)c2)c(C)c1,,,CHEMBL1961873,,,,CHEMBL218932,GW432441X,CHEMBL218932,,False,http://qudt.org/vocab/unit#Percent,1583466,=,16,True,=,,Inhibition,%,,0.92,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.92,0
,8150154,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,O=C(Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccco4)nc3c2)cc1)Nc1cc(C(F)(F)F)ccc1F,,,CHEMBL1961873,,,,CHEMBL1909368,GW683134A,CHEMBL244297,,False,http://qudt.org/vocab/unit#Percent,1583547,=,16,True,=,,Inhibition,%,,2.98,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.98,0
,8150823,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1cc2c(cc1Nc1nc(Nc3ccsc3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CCC2,,,CHEMBL1961873,,,,CHEMBL456252,GSK-2110236A,CHEMBL456252,,False,http://qudt.org/vocab/unit#Percent,1583387,=,16,True,=,,Inhibition,%,,1.63,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.63,0
,8151210,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2[nH]ncc2c1,,,CHEMBL1961873,,,,CHEMBL495902,GW820759X,CHEMBL495902,,False,http://qudt.org/vocab/unit#Percent,1583617,=,16,True,=,,Inhibition,%,,-1.74,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,-1.74,0
,8151611,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CCc1nn2ncccc2c1-c1ccnc(NC2CC2)n1,,,CHEMBL1961873,,,,CHEMBL524057,GW683768X,CHEMBL524057,,False,http://qudt.org/vocab/unit#Percent,1583548,=,16,True,=,,Inhibition,%,,0.96,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.96,0
,8151903,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)cc1,,,CHEMBL1961873,,,,CHEMBL186213,GW827105X,CHEMBL186213,,False,http://qudt.org/vocab/unit#Percent,1583621,=,16,True,=,,Inhibition,%,,2.11,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.11,0
,8152473,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,,,CHEMBL1961873,,,,CHEMBL318728,GW549390X,CHEMBL318728,,False,http://qudt.org/vocab/unit#Percent,1583485,=,16,True,=,,Inhibition,%,,1.03,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.03,0
,8153825,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CCn1c(-c2nonc2N)nc2cncc(C(=O)NCCNC)c21,,,CHEMBL1961873,,,,CHEMBL506153,GW876790X,CHEMBL506153,,False,http://qudt.org/vocab/unit#Percent,1583281,=,16,True,=,,Inhibition,%,,0.67,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.67,0
,8154655,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CNC(=O)c1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,,,CHEMBL1961873,,,,CHEMBL207410,GW772405X,CHEMBL207410,,False,http://qudt.org/vocab/unit#Percent,1583573,=,16,True,=,,Inhibition,%,,-1.31,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,-1.31,0
,8156312,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Nc1nccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,,,CHEMBL1961873,,,,CHEMBL381604,GW799251X,CHEMBL381604,,False,http://qudt.org/vocab/unit#Percent,1583596,=,16,True,=,,Inhibition,%,,-0.42,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,-0.42,0
,8156536,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Cc1ccc(-c2cc3c(NC(=O)C4CC4)ncnc3o2)cc1,,,CHEMBL1961873,,,,CHEMBL182283,GW819230X,CHEMBL182283,,False,http://qudt.org/vocab/unit#Percent,1583616,=,16,True,=,,Inhibition,%,,0.9,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.9,0
,8156686,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(C(C)=O)c3)o2)c1,,,CHEMBL1961873,,,,CHEMBL191705,GW621431X,CHEMBL191705,,False,http://qudt.org/vocab/unit#Percent,1583519,=,16,True,=,,Inhibition,%,,3.22,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.22,0
,8157053,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,NS(=O)(=O)c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,,,CHEMBL1961873,,,,CHEMBL194062,GW572399X,CHEMBL194062,,False,http://qudt.org/vocab/unit#Percent,1583494,=,16,True,=,,Inhibition,%,,8.73,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,8.73,0
,8157173,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CC1=C(C(=O)Nc2ccc3[nH]nc(C)c3c2)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,,,CHEMBL1961873,,,,CHEMBL218720,GSK-466314A,CHEMBL218720,,False,http://qudt.org/vocab/unit#Percent,1583409,=,16,True,=,,Inhibition,%,,0.76,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.76,0
,8157538,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1cc(Nc2ncc3c(C)nc(-c4cccc(C(F)(F)F)c4)n3n2)cc(OC)c1OC,,,CHEMBL1961873,,,,CHEMBL520037,GW837331X,CHEMBL520037,,False,http://qudt.org/vocab/unit#Percent,1583271,=,16,True,=,,Inhibition,%,,-0.1,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,-0.1,0
,8157892,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccccc1C1=C(Nc2ccccc2)C(=O)NC1=O,,,CHEMBL1961873,,,,CHEMBL156263,,CHEMBL156263,,False,http://qudt.org/vocab/unit#Percent,1583314,=,16,True,=,,Inhibition,%,,1.42,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.42,0
,8158053,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,,,CHEMBL1961873,,,,CHEMBL261849,GW632580X,CHEMBL261849,,False,http://qudt.org/vocab/unit#Percent,1583527,=,16,True,=,,Inhibition,%,,3.99,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.99,0
,8158303,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc(S(C)(=O)=O)cc4C)n3C)ccc2c1,,,CHEMBL1961873,,,,CHEMBL237571,,CHEMBL237571,,False,http://qudt.org/vocab/unit#Percent,1583328,=,16,True,=,,Inhibition,%,,0.3,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.3,0
,8158685,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1,,,CHEMBL1961873,,,,CHEMBL477182,GW769076X,CHEMBL477182,,False,http://qudt.org/vocab/unit#Percent,1583568,=,16,True,=,,Inhibition,%,,13.53,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,13.53,0
,8158854,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,O=C(Nc1n[nH]c2cc(-c3cc(F)ccc3F)ccc12)C1CC1,,,CHEMBL1961873,,,,CHEMBL261440,,CHEMBL261440,,False,http://qudt.org/vocab/unit#Percent,1583341,=,16,True,=,,Inhibition,%,,0.39,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.39,0
,8159213,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,,,CHEMBL1961873,,,,CHEMBL507329,GW869810X,CHEMBL507329,,False,http://qudt.org/vocab/unit#Percent,1583279,=,16,True,=,,Inhibition,%,,1.53,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.53,0
,8159333,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CC1=C(C(=O)Nc2cc(Cl)c3[nH]ncc3c2)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,,,CHEMBL1961873,,,,CHEMBL427058,GSK-466317A,CHEMBL427058,,False,http://qudt.org/vocab/unit#Percent,1583410,=,16,True,=,,Inhibition,%,,3.92,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.92,0
,8159557,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Fc1ccc(-c2c(-c3ccncc3)nc3n2CCS3)cc1,,,CHEMBL1961873,,,,CHEMBL266707,,CHEMBL266707,,False,http://qudt.org/vocab/unit#Percent,1583363,=,16,True,=,,Inhibition,%,,1.02,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.02,0
,8159688,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,NS(=O)(=O)c1ccc(Nc2cc(-c3cccc(O)c3)n[nH]2)cc1,,,CHEMBL1961873,,,,CHEMBL103104,GW831090X,CHEMBL103104,,False,http://qudt.org/vocab/unit#Percent,1583267,=,16,True,=,,Inhibition,%,,10.66,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,10.66,0
,8160053,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,c1ccc(-c2nc3n(c2-c2ccc4c(c2)OCO4)CCC3)nc1,,,CHEMBL1961873,,,,CHEMBL1909377,,CHEMBL268889,,False,http://qudt.org/vocab/unit#Percent,1583317,=,16,True,=,,Inhibition,%,,2.78,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.78,0
,8160190,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,N#Cc1c(NC(=O)CN2CCOCC2)sc2c1CCCC2,,,CHEMBL1961873,,,,CHEMBL1909342,,CHEMBL232405,,False,http://qudt.org/vocab/unit#Percent,1583329,=,16,True,=,,Inhibition,%,,1.71,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.71,0
,8160564,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1,,,CHEMBL1961873,,,,CHEMBL1888586,,CHEMBL1888586,,False,http://qudt.org/vocab/unit#Percent,1583288,=,16,True,=,,Inhibition,%,,2.53,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.53,0
,8161008,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CN(c1ccc(NC(=O)NCCN2CCOCC2)cc1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1,,,CHEMBL1961873,,,,CHEMBL1909361,GW830365A,CHEMBL363316,,False,http://qudt.org/vocab/unit#Percent,1583632,=,16,True,=,,Inhibition,%,,0.62,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.62,0
,8161375,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c2c1,,,CHEMBL1961873,,,,CHEMBL361894,GW806290X,CHEMBL361894,,False,http://qudt.org/vocab/unit#Percent,1583600,=,16,True,=,,Inhibition,%,,13.6,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,13.6,0
,8161724,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cccc(O)c1,,,CHEMBL1961873,,,,CHEMBL160937,,CHEMBL160937,,False,http://qudt.org/vocab/unit#Percent,1583316,=,16,True,=,,Inhibition,%,,1.12,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.12,0
,8162376,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CN1CCN(CCCNc2nc3ccc(Oc4ccc(NC(=O)Nc5cc(C(F)(F)F)ccc5F)cc4)cc3[nH]2)CC1,,,CHEMBL1961873,,,,CHEMBL1909372,GW700494A,CHEMBL1888322,,False,http://qudt.org/vocab/unit#Percent,1583556,=,16,True,=,,Inhibition,%,,3.12,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.12,0
,8162629,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CC[C@H](N)C3)c21,,,CHEMBL1961873,,,,CHEMBL1909384,,CHEMBL1956071,,False,http://qudt.org/vocab/unit#Percent,1583359,=,16,True,=,,Inhibition,%,,0.43,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.43,0
,8163001,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c32)cc1,,,CHEMBL1961873,,,,CHEMBL1794055,GW589933X,CHEMBL1794055,,False,http://qudt.org/vocab/unit#Percent,1583510,=,16,True,=,,Inhibition,%,,27.23,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,27.23,0
